SolIndex,Name ,Country,Lang,Yr,Round,Rank,Problem,Size,hr,min,sec,Rqmts,,LOC,eLOC,Preprocessor,Macros,Paren,Brace,Bracket,FunCnt,FunAvgELOC,FunAvgIntrfc,FunAvgCyc
410,exod40,Bulgaria,C++,2012,Final,14,Upstairs/Downstairs,Small,1,21,21,,,64,51,3,0,42,14,12,4,10.5,1.75,3.5
411,exod40,Bulgaria,C++,2012,Final,14,Upstairs/Downstairs,Large,2,3,37,,,66,54,3,0,49,14,63,3,14.67,1,4.33
412,exod40,Bulgaria,C++,2012,Final,14,Xeno-archaeology,Small,2,20,11,,,64,48,3,0,42,17,14,5,8,2,3.4
413,exod40,Bulgaria,C++,2012,Final,14,Twirling Towards Freedom,Small,3,59,36,,,52,44,5,0,37,8,11,4,8.5,1.75,2.75
414,exod40,Bulgaria,C++,2012,Final,14,Shifting Paths,Small,,11,3,,,49,40,2,0,23,10,14,3,11.67,1,3
415,Burunduk1,Russia,C++,2012,Qual,1592,Speaking in Tongues,Small,6,39,30,,,22,18,1,0,11,2,6,1,12,1,4
416,Burunduk1,Russia,C++,2012,Qual,1592,Dancing With the Googlers,Small,6,49,58,,,31,23,4,1,17,4,0,1,16,1,5
417,Burunduk1,Russia,C++,2012,Qual,1592,Dancing With the Googlers,Large,6,50,19,,,31,23,4,1,17,4,0,1,16,1,5
418,Burunduk1,Russia,C++,2012,Qual,1592,Recycled Numbers,Small,6,55,51,,,37,29,5,1,22,4,2,1,22,1,7
419,Burunduk1,Russia,C++,2012,Qual,1592,Recycled Numbers,Large,6,56,43,,,38,30,5,1,23,4,2,1,22,1,7
420,Burunduk1,Russia,C++,2012,1A,11,Password Problem,Small,1,27,12,,,121,107,51,21,122,14,11,11,3.73,2.27,1.45
421,Burunduk1,Russia,C++,2012,1A,11,Password Problem,Large,1,27,33,,,121,107,51,21,122,14,11,11,3.73,2.27,1.45
422,Burunduk1,Russia,C++,2012,1A,11,Kingdom Rush,Small,,21,14,,,151,129,50,20,131,18,28,11,5.82,2.27,2.73
423,Burunduk1,Russia,C++,2012,1A,11,Kingdom Rush,Large,,21,47,,,151,129,50,20,131,18,28,11,5.82,2.27,2.73
424,Burunduk1,Russia,C++,2012,1A,11,Cruise Control,Small,1,17,6,,,245,203,52,22,206,33,58,23,5.26,2.43,2.43
425,Burunduk1,Russia,C++,2012,1A,11,Cruise Control,Large,2,9,5,,,267,217,52,22,214,37,72,24,5.67,2.38,2.75
426,Burunduk1,Russia,C++,2012,2,14,Swinging Wild,Small,1,1,37,,,139,121,51,21,138,16,22,12,4.58,2.42,1.83
427,Burunduk1,Russia,C++,2012,2,14,Swinging Wild,Large,1,2,16,,,140,122,51,21,139,16,22,12,4.67,2.42,1.83
428,Burunduk1,Russia,C++,2012,2,14,Aerobics,Small,,46,45,,,182,28,51,21,167,22,44,14,6.21,2.64,2.64
429,Burunduk1,Russia,C++,2012,2,14,Aerobics,Large,,47,30,,,182,28,51,21,167,22,44,14,6.21,2.64,2.64
430,Burunduk1,Russia,C++,2012,2,14,Mountain View,Small,2,1,38,,,159,135,51,21,150,19,22,13,5.23,2.54,2
431,Burunduk1,Russia,C++,2012,2,14,Mountain View,Large,2,2,6,,,159,135,51,21,150,19,22,13,5.23,2.54,2
432,Burunduk1,Russia,C++,2012,2,14,Descending in the Dark,Small,1,33,4,,,226,294,51,21,186,29,61,19,6.05,2.42,2.21
433,Burunduk1,Russia,C++,2012,3,16,Perfect Game,Small,,15,25,,,140,122,54,24,145,16,19,13,3.92,2.46,1.62
434,Burunduk1,Russia,C++,2012,3,16,Perfect Game,Large,,16,12,,,140,122,54,24,145,16,19,13,3.92,2.46,1.62
435,Burunduk1,Russia,C++,2012,3,16,Havannah,Small,2,3,17,,,249,205,52,22,210,31,79,16,7.69,2.44,2.81
436,Burunduk1,Russia,C++,2012,3,16,Havannah,Large,2,5,14,,,249,205,52,22,210,31,79,16,7.69,2.44,2.81
437,Burunduk1,Russia,C++,2012,3,16,Quality Food,Small,1,16,53,,,158,132,52,22,147,20,28,13,4.85,2.46,1.62
438,Burunduk1,Russia,C++,2012,3,16,Lost Password,Small,,34,29,,,179,153,53,23,161,20,38,14,5.71,2.43,1.93
439,Burunduk1,Russia,C++,2012,Final,16,Zombie Smash,Small,1,13,47,,,146,127,52,22,143,17,19,12,4.92,2.42,1.67
440,Burunduk1,Russia,C++,2012,Final,16,Upstairs/Downstairs,Small,1,37,20,,,179,151,52,22,157,21,29,14,5.71,2.43,1.57
441,Burunduk1,Russia,C++,2012,Final,16,Xeno-archaeology,Small,1,8,30,,,153,131,52,31,158,18,13,12,5.25,2.42,2.58
442,Burunduk1,Russia,C++,2012,Final,16,Xeno-archaeology,Large,3,19,43,,,266,216,52,22,243,33,81,21,6.29,2.81,2.67
443,Burunduk1,Russia,C++,2012,Final,16,Twirling Towards Freedom,Small,3,26,50,,,202,172,54,22,189,35,68,28,3.39,2.21,1.61
444,Burunduk1,Russia,C++,2012,Final,16,Shifting Paths,Small,,46,22,,,141,121,52,22,139,17,15,12,4.5,2.42,1.75
